,source,deflt_Country_code,name,country_code
681,M%C3%A9decins_Sans_Fronti%C3%A8res_warns_of_emerging_crisis_in_eastern_Chad,TD,chad,TD
682,M%C3%A9decins_Sans_Fronti%C3%A8res_warns_of_emerging_crisis_in_eastern_Chad,SD,sudan,SD
683,M%C3%A9decins_Sans_Fronti%C3%A8res_warns_of_emerging_crisis_in_eastern_Chad,SD,darfur,SD
684,M%C3%A9decins_Sans_Fronti%C3%A8res_warns_of_emerging_crisis_in_eastern_Chad,TD,goz beida,TD
685,Kenyan_cattle_rustlers_kill_eleven,KE,kenya,KE
686,Kenyan_cattle_rustlers_kill_eleven,KE,isiolo,KE
687,Kenyan_cattle_rustlers_kill_eleven,TZ,kisima,KE
688,James_Brown_dies_of_pneumonia,US,atlanta,US
689,James_Brown_dies_of_pneumonia,US,new jersey,US
690,James_Brown_dies_of_pneumonia,US,new york,US
691,Detained_journalist_Mohamed_Tamalt_dies_in_Algeria,DZ,algeria,DZ
692,Detained_journalist_Mohamed_Tamalt_dies_in_Algeria,GB,england,GB
693,Detained_journalist_Mohamed_Tamalt_dies_in_Algeria,GB,london,GB
694,Detained_journalist_Mohamed_Tamalt_dies_in_Algeria,DZ,algiers,DZ
695,Detained_journalist_Mohamed_Tamalt_dies_in_Algeria,FR,france,FR
696,Whooping_cough_outbreak_kills_ten_infants_in_California,MX,california,US
697,Whooping_cough_outbreak_kills_ten_infants_in_California,US,united states,US
698,Hepatitis_scare_at_New_Zealand_McDonald%27s_restaurant,NZ,greenlane,NZ
699,Hepatitis_scare_at_New_Zealand_McDonald%27s_restaurant,NZ,auckland,NZ
700,Hepatitis_scare_at_New_Zealand_McDonald%27s_restaurant,NZ,new zealand,NZ
701,British_troops_may_have_received_contaminated_blood_from_American_donors,AF,afghanistan,AF
702,British_troops_may_have_received_contaminated_blood_from_American_donors,IQ,iraq,IQ
703,Indiana_Governor_signs_needle_exchange_program,US,indiana,US
704,Indiana_Governor_signs_needle_exchange_program,US,austin,US
705,Indiana_Governor_signs_needle_exchange_program,US,scott county,US
706,Indiana_Governor_signs_needle_exchange_program,US,evansville,US
707,Indiana_Governor_signs_needle_exchange_program,US,louisville,US
708,Indiana_Governor_signs_needle_exchange_program,US,kentucky,US
709,Indiana_Governor_signs_needle_exchange_program,US,united states,US
710,Indiana_Governor_signs_needle_exchange_program,US,nashville,US
711,Indiana_Governor_signs_needle_exchange_program,US,tennessee,US
712,"Looted,_possibly_contaminated_body_parts_transplanted_into_USA,_Canadian_patients",US,marion,US
713,"Looted,_possibly_contaminated_body_parts_transplanted_into_USA,_Canadian_patients",US,ohio,US
714,"Looted,_possibly_contaminated_body_parts_transplanted_into_USA,_Canadian_patients",US,united states,US
715,"Looted,_possibly_contaminated_body_parts_transplanted_into_USA,_Canadian_patients",CA,canada,CA
716,"Looted,_possibly_contaminated_body_parts_transplanted_into_USA,_Canadian_patients",US,new jersey,US
717,"Looted,_possibly_contaminated_body_parts_transplanted_into_USA,_Canadian_patients",US,brooklyn,US
718,"Looted,_possibly_contaminated_body_parts_transplanted_into_USA,_Canadian_patients",US,new york,US
719,Local_government_officials_confiscate_London_ice_cream_made_from_human_breast_milk_for_health_reasons,GB,london,GB
720,Local_government_officials_confiscate_London_ice_cream_made_from_human_breast_milk_for_health_reasons,GB,england,GB
721,Local_government_officials_confiscate_London_ice_cream_made_from_human_breast_milk_for_health_reasons,GB,united kingdom,GB
722,Local_government_officials_confiscate_London_ice_cream_made_from_human_breast_milk_for_health_reasons,GB,uk,GB
723,US_food_regulators_recall_380_million_eggs_after_salmonella_outbreak,US,colorado,US
724,US_food_regulators_recall_380_million_eggs_after_salmonella_outbreak,MX,california,US
725,US_food_regulators_recall_380_million_eggs_after_salmonella_outbreak,US,minnesota,US
726,US_food_regulators_recall_380_million_eggs_after_salmonella_outbreak,US,iowa,US
727,Salmonella_outbreak_sickens_over_one_thousand_in_United_States,US,united states,US
728,Salmonella_outbreak_sickens_over_one_thousand_in_United_States,CA,canada,CA
729,Salmonella_outbreak_sickens_over_one_thousand_in_United_States,US,texas,US
730,Salmonella_outbreak_sickens_over_one_thousand_in_United_States,US,new mexico,US
731,Salmonella_outbreak_sickens_over_one_thousand_in_United_States,US,illinois,US
732,"US_salmonella_outbreak_linked_to_peanut_butter,_brand_recalls_product",US,minnesota,US
733,"US_salmonella_outbreak_linked_to_peanut_butter,_brand_recalls_product",US,solon,US
734,"US_salmonella_outbreak_linked_to_peanut_butter,_brand_recalls_product",US,lynchburg,US
735,"US_salmonella_outbreak_linked_to_peanut_butter,_brand_recalls_product",US,texas,US
736,"US_salmonella_outbreak_linked_to_peanut_butter,_brand_recalls_product",GE,georgia,US
737,FDA_warning_on_pistachios_after_salmonella_contamination,US,united states,US
738,FDA_warning_on_pistachios_after_salmonella_contamination,MX,california,US
739,FDA_warning_on_pistachios_after_salmonella_contamination,US,alaska,US
740,FDA_warning_on_pistachios_after_salmonella_contamination,US,alabama,US
741,FDA_warning_on_pistachios_after_salmonella_contamination,US,arizona,US
742,FDA_warning_on_pistachios_after_salmonella_contamination,US,arkansas,US
743,FDA_warning_on_pistachios_after_salmonella_contamination,US,colorado,US
744,FDA_warning_on_pistachios_after_salmonella_contamination,GE,georgia,US
745,FDA_warning_on_pistachios_after_salmonella_contamination,US,idaho,US
746,FDA_warning_on_pistachios_after_salmonella_contamination,US,illinois,US
747,FDA_warning_on_pistachios_after_salmonella_contamination,US,indiana,US
748,FDA_warning_on_pistachios_after_salmonella_contamination,US,kansas,US
749,FDA_warning_on_pistachios_after_salmonella_contamination,US,kentucky,US
750,FDA_warning_on_pistachios_after_salmonella_contamination,US,louisiana,US
751,FDA_warning_on_pistachios_after_salmonella_contamination,US,michigan,US
752,FDA_warning_on_pistachios_after_salmonella_contamination,US,missouri,US
753,FDA_warning_on_pistachios_after_salmonella_contamination,US,mississippi,US
754,FDA_warning_on_pistachios_after_salmonella_contamination,US,montana,US
755,FDA_warning_on_pistachios_after_salmonella_contamination,US,nebraska,US
756,FDA_warning_on_pistachios_after_salmonella_contamination,US,nevada,US
757,FDA_warning_on_pistachios_after_salmonella_contamination,US,new mexico,US
758,FDA_warning_on_pistachios_after_salmonella_contamination,PR,north carolina,US
759,FDA_warning_on_pistachios_after_salmonella_contamination,US,ohio,US
760,FDA_warning_on_pistachios_after_salmonella_contamination,US,oregon,US
761,FDA_warning_on_pistachios_after_salmonella_contamination,US,south carolina,US
762,FDA_warning_on_pistachios_after_salmonella_contamination,US,tennessee,US
763,FDA_warning_on_pistachios_after_salmonella_contamination,US,texas,US
764,FDA_warning_on_pistachios_after_salmonella_contamination,US,utah,US
765,FDA_warning_on_pistachios_after_salmonella_contamination,US,virginia,US
766,FDA_warning_on_pistachios_after_salmonella_contamination,US,washington,US
767,FDA_warning_on_pistachios_after_salmonella_contamination,US,west virginia,US
768,FDA_warning_on_pistachios_after_salmonella_contamination,US,wyoming,US
769,FDA_warning_on_Honduran_cantaloupes_after_salmonella_outbreaks,US,united states,US
770,FDA_warning_on_Honduran_cantaloupes_after_salmonella_outbreaks,CA,canada,CA
771,FDA_warning_on_Honduran_cantaloupes_after_salmonella_outbreaks,HN,honduras,HN
772,FDA_warning_on_Honduran_cantaloupes_after_salmonella_outbreaks,US,arizona,US
773,FDA_warning_on_Honduran_cantaloupes_after_salmonella_outbreaks,MX,california,US
774,FDA_warning_on_Honduran_cantaloupes_after_salmonella_outbreaks,US,colorado,US
775,FDA_warning_on_Honduran_cantaloupes_after_salmonella_outbreaks,GE,georgia,US
776,FDA_warning_on_Honduran_cantaloupes_after_salmonella_outbreaks,US,illinois,US
777,FDA_warning_on_Honduran_cantaloupes_after_salmonella_outbreaks,US,missouri,US
778,FDA_warning_on_Honduran_cantaloupes_after_salmonella_outbreaks,US,new jersey,US
779,FDA_warning_on_Honduran_cantaloupes_after_salmonella_outbreaks,US,new mexico,US
780,FDA_warning_on_Honduran_cantaloupes_after_salmonella_outbreaks,US,new york,US
781,FDA_warning_on_Honduran_cantaloupes_after_salmonella_outbreaks,US,ohio,US
782,FDA_warning_on_Honduran_cantaloupes_after_salmonella_outbreaks,US,oklahoma,US
783,FDA_warning_on_Honduran_cantaloupes_after_salmonella_outbreaks,US,oregon,US
784,FDA_warning_on_Honduran_cantaloupes_after_salmonella_outbreaks,US,tennessee,US
785,FDA_warning_on_Honduran_cantaloupes_after_salmonella_outbreaks,US,utah,US
786,FDA_warning_on_Honduran_cantaloupes_after_salmonella_outbreaks,US,washington,US
787,FDA_warning_on_Honduran_cantaloupes_after_salmonella_outbreaks,US,wisconsin,US
788,FDA_warning_on_Honduran_cantaloupes_after_salmonella_outbreaks,CA,british columbia,CA
789,FDA_warning_on_Honduran_cantaloupes_after_salmonella_outbreaks,CA,alberta,CA
790,FDA_warning_on_Honduran_cantaloupes_after_salmonella_outbreaks,CA,manitoba,CA
791,FDA_warning_on_Honduran_cantaloupes_after_salmonella_outbreaks,CA,ontario,CA
792,FDA_warning_on_Honduran_cantaloupes_after_salmonella_outbreaks,CA,new brunswick,CA
793,California_company_recalls_fresh_spinach_over_salmonella_contamination,MX,california,US
794,California_company_recalls_fresh_spinach_over_salmonella_contamination,US,united states,US
795,California_company_recalls_fresh_spinach_over_salmonella_contamination,CA,canada,CA
796,"Post-probe,_problematic_peanut_paste_products_pulled",US,united states,US
797,"Post-probe,_problematic_peanut_paste_products_pulled",US,blakely,US
798,"Post-probe,_problematic_peanut_paste_products_pulled",GE,georgia,US
799,"Post-probe,_problematic_peanut_paste_products_pulled",US,usa,US
800,"Post-probe,_problematic_peanut_paste_products_pulled",US,roanoke,US
801,"Post-probe,_problematic_peanut_paste_products_pulled",US,virginia,US
802,Triathletes_from_Belgium_and_Luxembourg_compete_in_championship_race,LU,weiswampach,LU
803,Triathletes_from_Belgium_and_Luxembourg_compete_in_championship_race,LU,luxembourg,LU
804,Triathletes_from_Belgium_and_Luxembourg_compete_in_championship_race,BE,belgium,BE
805,Triathletes_from_Belgium_and_Luxembourg_compete_in_championship_race,BE,vilvoorde,BE
806,Triathletes_from_Belgium_and_Luxembourg_compete_in_championship_race,NL,netherlands,NL
807,Triathletes_from_Belgium_and_Luxembourg_compete_in_championship_race,NZ,new zealand,NZ
808,South_African_typhoid_outbreak_protest_dispersed_with_rubber_bullets,HT,delmas,ZA
809,South_African_typhoid_outbreak_protest_dispersed_with_rubber_bullets,ZA,south africa,ZA
810,South_African_typhoid_outbreak_protest_dispersed_with_rubber_bullets,ZA,johannesburg,ZA
811,Auckland_Zoo_otter_Jin_has_been_found_alive,NZ,auckland,NZ
812,"E._coli_outbreak_kills_1,_sickens_nearly_100",US,wisconsin,US
813,"E._coli_outbreak_kills_1,_sickens_nearly_100",US,michigan,US
814,"E._coli_outbreak_kills_1,_sickens_nearly_100",US,oregon,US
815,"E._coli_outbreak_kills_1,_sickens_nearly_100",US,new mexico,US
816,"E._coli_outbreak_kills_1,_sickens_nearly_100",US,new york,US
817,"E._coli_outbreak_kills_1,_sickens_nearly_100",US,indiana,US
818,"E._coli_outbreak_kills_1,_sickens_nearly_100",US,ohio,US
819,"E._coli_outbreak_kills_1,_sickens_nearly_100",US,idaho,US
820,"E._coli_outbreak_kills_1,_sickens_nearly_100",US,connecticut,US
821,"E._coli_outbreak_kills_1,_sickens_nearly_100",US,kentucky,US
822,"E._coli_outbreak_kills_1,_sickens_nearly_100",US,utah,US
823,"E._coli_outbreak_kills_1,_sickens_nearly_100",US,washington,US
824,"E._coli_outbreak_kills_1,_sickens_nearly_100",US,pennsylvania,US
825,"E._coli_outbreak_kills_1,_sickens_nearly_100",MX,california,US
826,"E._coli_outbreak_kills_1,_sickens_nearly_100",GT,san juan bautista,US
827,Recent_American_E._coli_outbreak_linked_to_cattle,US,united states,US
828,Recent_American_E._coli_outbreak_linked_to_cattle,CA,canada,CA
829,Recent_American_E._coli_outbreak_linked_to_cattle,PH,salinas valley,US
830,Recent_American_E._coli_outbreak_linked_to_cattle,MX,california,US
831,Taco_Bell_pulls_green_onions_from_all_U.S._and_Canadian_stores,US,new york city,US
832,Taco_Bell_pulls_green_onions_from_all_U.S._and_Canadian_stores,BS,long island,US
833,Taco_Bell_pulls_green_onions_from_all_U.S._and_Canadian_stores,US,new york,US
834,Taco_Bell_pulls_green_onions_from_all_U.S._and_Canadian_stores,US,pennsylvania,US
835,Taco_Bell_pulls_green_onions_from_all_U.S._and_Canadian_stores,US,new jersey,US
836,Taco_Bell_pulls_green_onions_from_all_U.S._and_Canadian_stores,CA,canada,CA
837,Taco_Bell_pulls_green_onions_from_all_U.S._and_Canadian_stores,US,irvine,US
838,Taco_Bell_pulls_green_onions_from_all_U.S._and_Canadian_stores,MX,california,US
839,Taco_Bell_pulls_green_onions_from_all_U.S._and_Canadian_stores,US,usa,US
840,Taco_Bell_pulls_green_onions_from_all_U.S._and_Canadian_stores,US,texas,US
841,Taco_Bell_pulls_green_onions_from_all_U.S._and_Canadian_stores,US,irwindale,US
842,Taco_Bell_pulls_green_onions_from_all_U.S._and_Canadian_stores,US,oxnard,US
843,"%27Explosive%27_Haitian_cholera_outbreak_kills_292,_neighboring_countries_prepare",HT,port-au-prince,HT
844,"%27Explosive%27_Haitian_cholera_outbreak_kills_292,_neighboring_countries_prepare",DO,dominican republic,DO
845,"%27Explosive%27_Haitian_cholera_outbreak_kills_292,_neighboring_countries_prepare",JM,jamaica,JM
846,"%27Explosive%27_Haitian_cholera_outbreak_kills_292,_neighboring_countries_prepare",HT,haiti,HT
847,India_struggles_with_encephalitis_outbreak,IN,india,IN
848,India_struggles_with_encephalitis_outbreak,IN,uttar pradesh,IN
849,India_struggles_with_encephalitis_outbreak,NP,nepal,NP
850,Source_of_UK_foot-and-mouth_outbreak_discovered,GB,surrey,GB
851,Source_of_UK_foot-and-mouth_outbreak_discovered,GB,uk,GB
852,Ebola_outbreak_in_Congo,CD,republic of congo,CG
853,Ebola_outbreak_in_Congo,CG,cuvette-ouest,CG
854,Ebola_outbreak_in_Congo,GA,gabon,GA
855,Ebola_outbreak_in_Congo,CG,congo,CG
856,Ebola_outbreak_in_Congo,CG,mbomo,CG
857,Ebola_outbreak_in_Congo,UG,uganda,UG
858,Ebola_outbreak_in_Congo,AO,zaire,CD
859,Bacterial_outbreak_forces_closure_of_Toronto_hospital_neo-natal_unit,CA,toronto,CA
860,Bacterial_outbreak_forces_closure_of_Toronto_hospital_neo-natal_unit,CA,canada,CA
861,Bacterial_outbreak_forces_closure_of_Toronto_hospital_neo-natal_unit,CA,ontario,CA
862,Bacterial_outbreak_forces_closure_of_Toronto_hospital_neo-natal_unit,US,buffalo,US
863,Bacterial_outbreak_forces_closure_of_Toronto_hospital_neo-natal_unit,US,new york,US
864,Bacterial_outbreak_forces_closure_of_Toronto_hospital_neo-natal_unit,US,united states,US
865,WHO_investigates_outbreak_of_unidentified_illness_in_Democratic_Republic_of_the_Congo,CD,drc,CG
866,WHO_investigates_outbreak_of_unidentified_illness_in_Democratic_Republic_of_the_Congo,CD,kasai occidental,CD
867,WHO_investigates_outbreak_of_unidentified_illness_in_Democratic_Republic_of_the_Congo,CD,kampungu,CD
868,WHO_investigates_outbreak_of_unidentified_illness_in_Democratic_Republic_of_the_Congo,TZ,mombo,CD
869,International_experts_probe_deadly_Ebola_Reston_virus_outbreak_in_Philippine_pigs,PH,philippines,PH
870,International_experts_probe_deadly_Ebola_Reston_virus_outbreak_in_Philippine_pigs,PH,manila,PH
871,International_experts_probe_deadly_Ebola_Reston_virus_outbreak_in_Philippine_pigs,CO,pandi,PH
872,International_experts_probe_deadly_Ebola_Reston_virus_outbreak_in_Philippine_pigs,PH,bulacan,PH
873,International_experts_probe_deadly_Ebola_Reston_virus_outbreak_in_Philippine_pigs,ES,talavera,PH
874,International_experts_probe_deadly_Ebola_Reston_virus_outbreak_in_Philippine_pigs,PH,manaoag,PH
875,International_experts_probe_deadly_Ebola_Reston_virus_outbreak_in_Philippine_pigs,PH,pangasinan,PH
876,International_experts_probe_deadly_Ebola_Reston_virus_outbreak_in_Philippine_pigs,PG,ny,US
877,International_experts_probe_deadly_Ebola_Reston_virus_outbreak_in_Philippine_pigs,PH,nueva ecija,PH
878,International_experts_probe_deadly_Ebola_Reston_virus_outbreak_in_Philippine_pigs,CA,north america,CA
879,International_experts_probe_deadly_Ebola_Reston_virus_outbreak_in_Philippine_pigs,AT,europe,PL
880,International_experts_probe_deadly_Ebola_Reston_virus_outbreak_in_Philippine_pigs,US,united states,US
881,International_experts_probe_deadly_Ebola_Reston_virus_outbreak_in_Philippine_pigs,PH,luzon,PH
882,International_experts_probe_deadly_Ebola_Reston_virus_outbreak_in_Philippine_pigs,CD,drc,CD
883,International_experts_probe_deadly_Ebola_Reston_virus_outbreak_in_Philippine_pigs,CD,western kasai,CD
884,International_experts_probe_deadly_Ebola_Reston_virus_outbreak_in_Philippine_pigs,US,reston,US
885,International_experts_probe_deadly_Ebola_Reston_virus_outbreak_in_Philippine_pigs,US,virginia,US
886,International_experts_probe_deadly_Ebola_Reston_virus_outbreak_in_Philippine_pigs,IT,italy,IT
887,International_experts_probe_deadly_Ebola_Reston_virus_outbreak_in_Philippine_pigs,IT,rome,IT
888,International_experts_probe_deadly_Ebola_Reston_virus_outbreak_in_Philippine_pigs,ES,laguna,PH
889,International_experts_probe_deadly_Ebola_Reston_virus_outbreak_in_Philippine_pigs,US,us,US
890,International_experts_probe_deadly_Ebola_Reston_virus_outbreak_in_Philippine_pigs,PH,south cotabato,PH
891,International_experts_probe_deadly_Ebola_Reston_virus_outbreak_in_Philippine_pigs,SG,singapore,SG
892,International_experts_probe_deadly_Ebola_Reston_virus_outbreak_in_Philippine_pigs,CV,santa maria,PH
893,International_experts_probe_deadly_Ebola_Reston_virus_outbreak_in_Philippine_pigs,PH,davao del sur,PH
894,International_experts_probe_deadly_Ebola_Reston_virus_outbreak_in_Philippine_pigs,PH,mindanao,PH
895,International_experts_probe_deadly_Ebola_Reston_virus_outbreak_in_Philippine_pigs,PH,pongpong,PH
896,Disease_outbreak_feared_after_mass_hysteria_over_%22sweet%22_water_in_Mumbai,IN,mumbai,IN
897,Disease_outbreak_feared_after_mass_hysteria_over_%22sweet%22_water_in_Mumbai,IN,india,IN
898,Disease_outbreak_feared_after_mass_hysteria_over_%22sweet%22_water_in_Mumbai,IN,gujarat,IN
899,Disease_outbreak_feared_after_mass_hysteria_over_%22sweet%22_water_in_Mumbai,IN,valsad,IN
900,Fake_impotence_drugs_linked_to_low_blood_sugar_outbreak,SG,singapore,SG
901,Fake_impotence_drugs_linked_to_low_blood_sugar_outbreak,HK,hong kong,CN
902,Foot-and-mouth_source_confirmed_as_research_laboratory,GB,guildford,GB
903,Foot-and-mouth_source_confirmed_as_research_laboratory,GB,surrey,GB
904,Foot-and-mouth_source_confirmed_as_research_laboratory,GB,uk,GB
905,Foot-and-mouth_source_confirmed_as_research_laboratory,GB,pirbright,GB
906,"Horse_racing_in_NSW,_Queensland_cancelled_indefinitely",AU,new south wales,AU
907,"Horse_racing_in_NSW,_Queensland_cancelled_indefinitely",AU,queensland,AU
908,"Horse_racing_in_NSW,_Queensland_cancelled_indefinitely",AU,australia,AU
909,"Horse_racing_in_NSW,_Queensland_cancelled_indefinitely",AU,nsw,AU
910,"Horse_racing_in_NSW,_Queensland_cancelled_indefinitely",AU,sydney,AU
911,"Horse_racing_in_NSW,_Queensland_cancelled_indefinitely",AU,melbourne,AU
912,"Horse_racing_in_NSW,_Queensland_cancelled_indefinitely",SC,victoria,AU
913,Bluetongue_disease_appears_in_UK_for_the_first_time,GB,uk,GB
914,Bluetongue_disease_appears_in_UK_for_the_first_time,GB,ipswich,GB
915,Bluetongue_disease_appears_in_UK_for_the_first_time,US,suffolk,GB
916,Bluetongue_disease_appears_in_UK_for_the_first_time,AO,africa,CF
917,Bluetongue_disease_appears_in_UK_for_the_first_time,FR,france,FR
918,Bluetongue_disease_appears_in_UK_for_the_first_time,DE,germany,DE
919,Health_experts_suspect_bromide_poisoning_in_Angolan_disease_outbreak,AO,angola,AO
920,Health_experts_suspect_bromide_poisoning_in_Angolan_disease_outbreak,AO,luanda,AO
921,Health_experts_suspect_bromide_poisoning_in_Angolan_disease_outbreak,GB,london,GB
922,Health_experts_suspect_bromide_poisoning_in_Angolan_disease_outbreak,DE,munich,DE
923,Number_of_Zimbabwe_cholera_deaths_nears_500,ZW,zimbabwe,ZW
924,Number_of_Zimbabwe_cholera_deaths_nears_500,ZW,harare,ZW
925,Number_of_Zimbabwe_cholera_deaths_nears_500,BW,botswana,BW
926,Number_of_Zimbabwe_cholera_deaths_nears_500,MZ,mozambique,MZ
927,Number_of_Zimbabwe_cholera_deaths_nears_500,ZA,south africa,ZA
928,Dutch_sheep_contaminated_by_bluetongue,NL,limburg,NL
929,Dutch_sheep_contaminated_by_bluetongue,NL,netherlands,NL
930,Dutch_sheep_contaminated_by_bluetongue,HR,mediterranean,
931,Foot-and-mouth_confirmed_at_UK_farm,GB,surrey,GB
932,Foot-and-mouth_confirmed_at_UK_farm,GB,uk,GB
933,Foot-and-mouth_confirmed_at_UK_farm,GB,wanborough,GB
934,Foot-and-mouth_confirmed_at_UK_farm,AU,dorset,GB
935,Foot-and-mouth_confirmed_at_UK_farm,GB,london,GB
936,Foot-and-mouth_confirmed_at_UK_farm,IT,italy,IT
937,Foot-and-mouth_confirmed_at_UK_farm,FR,france,FR
938,U.S._superbug_expected_to_emerge_in_Canada,US,united states,US
939,U.S._superbug_expected_to_emerge_in_Canada,CA,canada,CA
940,U.S._superbug_expected_to_emerge_in_Canada,CA,british columbia,CA
941,U.S._superbug_expected_to_emerge_in_Canada,CA,alberta,CA
942,U.S._superbug_expected_to_emerge_in_Canada,CA,saskatchewan,CA
943,U.S._superbug_expected_to_emerge_in_Canada,CA,manitoba,CA
944,U.S._superbug_expected_to_emerge_in_Canada,CA,ontario,CA
945,U.S._superbug_expected_to_emerge_in_Canada,CA,calgary,CA
946,U.S._superbug_expected_to_emerge_in_Canada,CA,toronto,CA
947,"Tsunami_deaths_mount_to_more_than_120,000",IN,asia,CN
948,"Tsunami_deaths_mount_to_more_than_120,000",ID,indonesia,ID
949,"Tsunami_deaths_mount_to_more_than_120,000",LK,sri lanka,LK
950,"Tsunami_deaths_mount_to_more_than_120,000",IN,india,IN
951,"Tsunami_deaths_mount_to_more_than_120,000",MY,malaysia,MY
952,"Tsunami_deaths_mount_to_more_than_120,000",MM,myanmar,MM
953,"Tsunami_deaths_mount_to_more_than_120,000",BD,bangladesh,BD
954,"Tsunami_deaths_mount_to_more_than_120,000",MV,maldives,MV
955,"Tsunami_deaths_mount_to_more_than_120,000",SO,somalia,SO
956,"Tsunami_deaths_mount_to_more_than_120,000",TZ,tanzania,TZ
957,"Tsunami_deaths_mount_to_more_than_120,000",KE,kenya,KE
958,"Tsunami_deaths_mount_to_more_than_120,000",SE,sweden,SE
959,"Angola:_Marburg_virus_still_spreading,_180_dead",AO,angola,AO
960,"Angola:_Marburg_virus_still_spreading,_180_dead",AO,zaire,CD
961,"Angola:_Marburg_virus_still_spreading,_180_dead",AO,uige,AO
962,"Angola:_Marburg_virus_still_spreading,_180_dead",MZ,mozambique,MZ
963,"Angola:_Marburg_virus_still_spreading,_180_dead",AO,luanda,AO
964,Indonesian_health_officials_investigating_possible_human_to_human_transmission_of_H5N1_Bird_Flu_virus,ID,garut,ID
965,Indonesian_health_officials_investigating_possible_human_to_human_transmission_of_H5N1_Bird_Flu_virus,ID,west java,ID
966,Indonesian_health_officials_investigating_possible_human_to_human_transmission_of_H5N1_Bird_Flu_virus,ID,indonesia,ID
967,"Number_of_cholera_cases_in_Zimbabwe_reaches_80,000",ZW,zimbabwe,ZW
968,"Number_of_cholera_cases_in_Zimbabwe_reaches_80,000",AO,africa,CF
969,"Number_of_cholera_cases_in_Zimbabwe_reaches_80,000",ZM,zambia,ZM
970,"Number_of_cholera_cases_in_Zimbabwe_reaches_80,000",MW,malawi,MW
971,"Number_of_cholera_cases_in_Zimbabwe_reaches_80,000",MZ,mozambique,MZ
972,"Number_of_cholera_cases_in_Zimbabwe_reaches_80,000",ZA,south africa,ZA
973,Horse_flu_infects_Australian_thoroughbreds,AU,randwick,AU
974,Horse_flu_infects_Australian_thoroughbreds,AU,sydney,AU
975,Horse_flu_infects_Australian_thoroughbreds,AU,nsw,AU
976,Horse_flu_infects_Australian_thoroughbreds,AU,queensland,AU
977,Horse_flu_infects_Australian_thoroughbreds,AU,melbourne,AU
978,WHO_starts_simultaneous_immunization_campaigns_in_over_100_countries,MX,americas,MX
979,WHO_starts_simultaneous_immunization_campaigns_in_over_100_countries,TR,eastern mediterranean,
980,WHO_starts_simultaneous_immunization_campaigns_in_over_100_countries,US,us,US
981,WHO_starts_simultaneous_immunization_campaigns_in_over_100_countries,CA,canada,CA
982,WHO_starts_simultaneous_immunization_campaigns_in_over_100_countries,OM,middle east,SA
983,WHO_starts_simultaneous_immunization_campaigns_in_over_100_countries,NI,nicaragua,NI
984,WHO_starts_simultaneous_immunization_campaigns_in_over_100_countries,SR,suriname,SR
985,WHO_starts_simultaneous_immunization_campaigns_in_over_100_countries,GF,french guiana,FR
986,WHO_starts_simultaneous_immunization_campaigns_in_over_100_countries,HT,haiti,HT
987,WHO_starts_simultaneous_immunization_campaigns_in_over_100_countries,DO,dominican republic,DO
988,WHO_starts_simultaneous_immunization_campaigns_in_over_100_countries,AO,west africa,ML
989,Polio_vaccination_campaign_targets_85_million_African_children,BF,burkina faso,BF
990,Polio_vaccination_campaign_targets_85_million_African_children,CM,cameroon,CM
991,Polio_vaccination_campaign_targets_85_million_African_children,TD,chad,TD
992,Polio_vaccination_campaign_targets_85_million_African_children,GN,guinea,GN
993,Polio_vaccination_campaign_targets_85_million_African_children,LR,liberia,LR
994,Polio_vaccination_campaign_targets_85_million_African_children,ML,mali,ML
995,Polio_vaccination_campaign_targets_85_million_African_children,MR,mauritania,MR
996,Polio_vaccination_campaign_targets_85_million_African_children,SN,senegal,SN
997,Polio_vaccination_campaign_targets_85_million_African_children,SL,sierra leone,SL
998,Polio_vaccination_campaign_targets_85_million_African_children,BJ,benin,BJ
999,Polio_vaccination_campaign_targets_85_million_African_children,CV,cape verde,CV
1000,Polio_vaccination_campaign_targets_85_million_African_children,CF,central african republic,CF
1001,Polio_vaccination_campaign_targets_85_million_African_children,CI,côte d'ivoire,CI
1002,Polio_vaccination_campaign_targets_85_million_African_children,GM,gambia,GM
1003,Polio_vaccination_campaign_targets_85_million_African_children,GH,ghana,GH
1004,Polio_vaccination_campaign_targets_85_million_African_children,GW,guinea-bissau,GW
1005,Polio_vaccination_campaign_targets_85_million_African_children,NE,niger,NE
1006,Polio_vaccination_campaign_targets_85_million_African_children,NG,nigeria,NG
1007,Polio_vaccination_campaign_targets_85_million_African_children,TG,togo,TG
1008,Alarm_sounded_over_US_honey_bee_die-off,CA,north america,CA
1009,Alarm_sounded_over_US_honey_bee_die-off,US,pennsylvania,US
1010,Alarm_sounded_over_US_honey_bee_die-off,US,united states,US
1011,Alarm_sounded_over_US_honey_bee_die-off,CA,canada,CA
1012,Alarm_sounded_over_US_honey_bee_die-off,GE,georgia,US
1013,Alarm_sounded_over_US_honey_bee_die-off,US,oklahoma,US
1014,Alarm_sounded_over_US_honey_bee_die-off,US,wisconsin,US
1015,Alarm_sounded_over_US_honey_bee_die-off,MX,california,US
1016,Britain%27s_deadly_bug_possibly_imported_from_U.S._or_Canada,US,united states,US
1017,Britain%27s_deadly_bug_possibly_imported_from_U.S._or_Canada,CA,canada,CA
1018,Britain%27s_deadly_bug_possibly_imported_from_U.S._or_Canada,GB,britain,GB
1019,Possible_first_case_of_mad_cow_disease_in_Sweden,SE,sweden,SE
